Season,Age,Pitches,Batted Balls,Barrels,Barrel %,Barrel/PA,Exit Velocity,Max EV,Launch Angle,Sweet Spot %,XBA,XSLG,WOBA,XWOBA,XWOBACON,HardHit%,K%,BB%,ERA,xERA
2017,26,150,23,1,4.3,2.8,85.3,99.8,9.6,47.8,.293,.436,.378,.354,.418,39.1,22.2,13.9,5.63,5.55
2018,27,354,65,6,9.2,6.7,90.1,107.8,19.8,32.3,.265,.474,.351,.349,.387,44.6,16.7,10.0,4.43,5.30
2019,28,889,148,8,5.4,3.6,86.4,116.0,15.4,33.1,.211,.362,.252,.286,.319,29.9,21.7,10.4,3.76,3.56
2020,29,346,61,2,3.3,2.3,85.7,113.1,15.4,36.1,.236,.391,.265,.304,.354,36.1,21.8,8.0,2.08,3.90
