Season,Age,Pitches,Batted Balls,Barrels,Barrel %,Barrel/PA,Exit Velocity,Max EV,Launch Angle,Sweet Spot %,XBA,XSLG,WOBA,XWOBA,XWOBACON,HardHit%,K%,BB%,ERA,xERA
2015,26,3323,525,21,4.0,2.5,85.9,111.0,12.9,32.6,.209,.321,.285,.260,.354,26.7,32.1,4.9,3.41,2.74
2016,27,3431,612,35,5.7,3.9,88.7,116.4,14.6,33.5,.235,.382,.282,.294,.368,33.3,25.7,5.0,3.33,3.61
2017,28,3428,492,30,6.1,3.5,86.8,112.7,15.0,35.8,.194,.337,.260,.252,.366,30.5,36.2,5.1,2.90,2.68
2018,29,2525,332,25,7.5,4.1,85.6,116.4,12.4,31.9,.166,.285,.237,.233,.332,26.8,38.4,5.5,2.11,2.26
2019,30,2466,344,28,8.1,4.6,88.5,111.4,12.9,34.9,.213,.380,.294,.284,.404,36.3,35.6,6.0,4.40,3.51
2021,32,736,115,4,3.5,2.2,84.6,109.3,5.7,32.2,.232,.347,.326,.287,.363,32.2,28.4,6.6,3.16,3.45
2022,33,102,18,1,5.6,4.0,84.0,109.0,4.1,44.4,.278,.362,.263,.313,.357,38.9,20.0,4.0,3.18,4.08
