Season,Age,Pitches,Batted Balls,Barrels,Barrel %,Barrel/PA,Exit Velocity,Max EV,Launch Angle,Sweet Spot %,XBA,XSLG,WOBA,XWOBA,XWOBACON,HardHit%,K%,BB%,ERA,xERA
2015,28,1857,380,14,3.7,2.7,87.4,115.0,1.9,23.4,.234,.335,.256,.279,.317,30.5,19.0,5.9,2.43,3.17
2016,29,2578,527,30,5.7,4.0,88.7,116.1,4.5,28.1,.250,.399,.334,.310,.356,35.3,20.2,7.7,4.67,4.05
2017,30,2430,479,26,5.4,3.9,87.2,115.6,4.8,31.9,.259,.425,.324,.325,.367,36.8,19.2,9.5,4.41,4.57
