Season,Age,Pitches,Batted Balls,Barrels,Barrel %,Barrel/PA,Exit Velocity,Max EV,Launch Angle,Sweet Spot %,XBA,XSLG,WOBA,XWOBA,XWOBACON,HardHit%,K%,BB%,ERA,xERA
2019,24,270,45,3,6.7,4.5,86.4,106.7,12.4,22.2,.213,.365,.380,.300,.324,32.6,20.9,9.0,3.95,3.94
2020,25,431,36,2,5.6,2.0,83.7,109.4,2.4,27.8,.108,.181,.164,.182,.306,27.8,53.0,9.0,0.33,1.42
2021,26,993,109,6,5.5,2.7,85.7,111.5,11.4,33.0,.175,.274,.268,.259,.346,28.4,38.5,12.4,2.50,2.79
2022,27,1068,111,1,0.9,0.4,84.3,109.4,9.4,30.6,.147,.199,.225,.223,.281,27.0,40.0,12.5,1.93,2.04
