Season,Age,Pitches,Batted Balls,Barrels,Barrel %,Barrel/PA,Exit Velocity,Max EV,Launch Angle,Sweet Spot %,XBA,XSLG,WOBA,XWOBA,XWOBACON,HardHit%,K%,BB%,ERA,xERA
2018,24,880,154,6,3.9,2.7,87.0,112.1,10.9,29.9,.253,.392,.346,.326,.351,29.2,18.8,10.8,5.51,4.54
2019,25,1821,326,24,7.4,5.2,88.5,114.7,10.1,35.0,.273,.445,.337,.342,.384,35.9,19.2,8.6,4.31,5.26
2020,26,323,51,1,2.0,1.2,86.4,110.6,12.6,31.4,.229,.300,.303,.253,.351,31.4,32.1,4.9,3.26,2.66
2022,28,999,156,13,8.3,5.2,86.7,112.4,9.6,31.4,.223,.376,.297,.299,.373,37.2,28.0,8.8,2.80,3.70
