Season,Age,Pitches,Batted Balls,Barrels,Barrel %,Barrel/PA,Exit Velocity,Max EV,Launch Angle,Sweet Spot %,XBA,XSLG,WOBA,XWOBA,XWOBACON,HardHit%,K%,BB%,ERA,xERA
2015,28,1097,157,9,5.7,3.5,87.6,108.7,5.6,26.8,.199,.303,.310,.281,.316,31.2,26.5,11.9,4.01,3.22
2016,29,932,133,7,5.3,3.2,87.6,111.1,11.2,30.1,.206,.316,.267,.285,.326,32.3,26.7,11.8,3.40,3.38
2017,30,188,22,1,4.5,2.2,86.3,113.1,3.8,27.3,.175,.282,.247,.304,.325,31.8,28.9,22.2,2.53,3.95
2018,31,1012,140,7,5.0,2.9,87.1,112.2,10.0,30.0,.220,.338,.319,.306,.355,34.3,27.2,12.8,4.72,3.95
2019,32,1184,148,6,4.1,2.1,88.0,108.3,9.1,35.1,.205,.302,.303,.301,.340,31.8,29.8,13.8,4.64,3.97
2020,33,354,40,3,7.5,3.6,86.0,115.9,6.7,20.0,.133,.245,.202,.241,.291,42.5,36.9,14.3,0.42,2.42
2021,34,1118,141,15,10.6,5.7,90.0,108.7,16.6,37.6,.218,.398,.312,.323,.417,39.7,31.7,13.0,3.86,4.45
2022,35,1172,140,10,7.1,3.7,89.8,112.0,15.9,38.6,.209,.349,.353,.319,.370,39.3,29.4,15.6,4.99,4.25
