Season,Age,Pitches,Batted Balls,Barrels,Barrel %,Barrel/PA,Exit Velocity,Max EV,Launch Angle,Sweet Spot %,XBA,XSLG,WOBA,XWOBA,XWOBACON,HardHit%,K%,BB%,ERA,xERA
2016,25,101,21,0,0.0,0.0,88.1,105.6,16.4,38.1,.376,.481,.463,.396,.406,33.3,8.0,8.0,10.80,7.13
2017,26,656,110,6,5.5,3.8,85.7,108.4,14.3,29.1,.232,.382,.324,.308,.345,25.5,20.6,9.4,3.82,4.07
2018,27,701,120,6,5.0,3.5,88.4,113.1,18.4,39.2,.258,.403,.350,.317,.370,30.8,21.4,9.2,4.93,4.27
