Season,Age,Pitches,Batted Balls,Barrels,Barrel %,Barrel/PA,Exit Velocity,Max EV,Launch Angle,Sweet Spot %,XBA,XSLG,WOBA,XWOBA,XWOBACON,HardHit%,K%,BB%,ERA,xERA
2015,25,2913,574,28,4.9,3.6,88.5,117.3,11.8,31.7,.251,.390,.321,.308,.355,34.3,19.2,7.0,4.04,3.91
2016,26,1968,368,23,6.3,4.5,88.8,109.9,12.0,34.5,.252,.402,.310,.304,.359,36.1,20.7,5.9,3.28,3.88
2018,28,1792,344,24,7.0,5.0,88.6,114.0,11.7,35.8,.248,.428,.336,.315,.383,33.1,22.3,6.2,4.93,4.21
2019,29,2668,476,34,7.1,4.9,89.1,113.3,12.3,33.4,.233,.401,.300,.297,.364,38.7,24.0,7.0,3.89,3.86
2020,30,602,114,13,11.4,8.2,89.6,108.4,11.0,36.0,.286,.510,.384,.379,.408,46.5,15.8,10.1,7.22,6.44
2021,31,2558,480,39,8.1,5.8,88.9,115.7,11.6,32.7,.241,.410,.276,.304,.366,38.8,22.5,6.2,3.17,3.89
2022,32,329,72,5,6.9,5.3,91.6,110.8,14.0,34.7,.297,.479,.451,.357,.418,45.8,18.1,4.3,6.63,5.49
