Season,Age,Pitches,Batted Balls,Barrels,Barrel %,Barrel/PA,Exit Velocity,Max EV,Launch Angle,Sweet Spot %,XBA,XSLG,WOBA,XWOBA,XWOBACON,HardHit%,K%,BB%,ERA,xERA
2015,29,3438,580,13,2.2,1.5,85.1,111.5,4.4,27.6,.202,.281,.225,.241,.301,24.7,27.1,5.5,1.77,2.35
2016,30,3124,523,25,4.8,3.1,86.7,109.8,6.5,30.8,.226,.350,.261,.292,.336,29.6,23.9,9.6,3.10,3.56
2017,31,2743,479,27,5.6,3.8,87.4,112.3,10.6,31.3,.240,.396,.306,.305,.358,33.3,23.1,7.8,3.53,3.98
2018,32,2760,520,29,5.6,4.0,87.8,111.3,8.6,32.9,.249,.392,.315,.312,.348,31.8,19.1,7.9,3.96,4.12
2019,33,2192,426,29,6.8,4.9,89.3,114.0,6.8,33.8,.266,.447,.339,.337,.378,37.6,18.5,8.6,4.64,5.09
2020,34,729,141,11,7.8,5.8,88.9,111.3,6.7,35.5,.291,.455,.351,.359,.400,38.3,16.8,8.4,5.08,5.66
