name,url
Jose Berrios,https://baseballsavant.mlb.com/savant-player/jose-berrios-621244?stats=statcast-r-pitching-mlb
Jose Cuas,https://baseballsavant.mlb.com/savant-player/jose-cuas-621016?stats=statcast-r-pitching-mlb
Jose Fernandez,https://baseballsavant.mlb.com/savant-player/jose-fernandez-605228?stats=statcast-r-pitching-mlb
Josh Beckett,https://baseballsavant.mlb.com/savant-player/josh-beckett-277417?stats=career-r-pitching-mlb
Josh Fleming,https://baseballsavant.mlb.com/savant-player/josh-fleming-676596?stats=statcast-r-pitching-mlb
Josh Hader,https://baseballsavant.mlb.com/savant-player/josh-hader-623352?stats=statcast-r-pitching-mlb
Josh James,https://baseballsavant.mlb.com/savant-player/josh-james-657624?stats=statcast-r-pitching-mlb
Josh Lindblom,https://baseballsavant.mlb.com/savant-player/josh-lindblom-458676?stats=statcast-r-pitching-mlb
Josh Lucas,https://baseballsavant.mlb.com/savant-player/josh-lucas-572998?stats=statcast-r-pitching-mlb
Josh Nashed,https://baseballsavant.mlb.com/savant-player/josh-nashed-676093?stats=career-r-pitching-milb
Josh Osich,https://baseballsavant.mlb.com/savant-player/josh-osich-592612?stats=statcast-r-pitching-mlb
Josh Sborz,https://baseballsavant.mlb.com/savant-player/josh-sborz-622250?stats=statcast-r-pitching-mlb
Josh Smoker,https://baseballsavant.mlb.com/savant-player/josh-smoker-519294?stats=statcast-r-pitching-mlb
Josh Staumont,https://baseballsavant.mlb.com/savant-player/josh-staumont-622251?stats=statcast-r-pitching-mlb
Josh Tomlin,https://baseballsavant.mlb.com/savant-player/josh-tomlin-458708?stats=statcast-r-pitching-mlb
Josh Winckowski,https://baseballsavant.mlb.com/savant-player/josh-winckowski-670174?stats=statcast-r-pitching-mlb
Josh Winder,https://baseballsavant.mlb.com/savant-player/josh-winder-680739?stats=statcast-r-pitching-mlb
Josiah Gray,https://baseballsavant.mlb.com/savant-player/josiah-gray-680686?stats=statcast-r-pitching-mlb
Jovani Moran,https://baseballsavant.mlb.com/savant-player/jovani-moran-663558?stats=statcast-r-pitching-mlb
Julian Merryweather,https://baseballsavant.mlb.com/savant-player/julian-merryweather-657240?stats=statcast-r-pitching-mlb
Justin De Fratus,https://baseballsavant.mlb.com/savant-player/justin-de-fratus-518603?stats=statcast-r-pitching-mlb
Justin Dunn,https://baseballsavant.mlb.com/savant-player/justin-dunn-643290?stats=statcast-r-pitching-mlb
Justin Garcia,https://baseballsavant.mlb.com/savant-player/justin-garcia-681906?stats=career-r-pitching-milb
Justin Grimm,https://baseballsavant.mlb.com/savant-player/justin-grimm-518748?stats=statcast-r-pitching-mlb
Justin Haley,https://baseballsavant.mlb.com/savant-player/justin-haley-595234?stats=statcast-r-pitching-mlb
Justin Hancock,https://baseballsavant.mlb.com/savant-player/justin-hancock-606995?stats=statcast-r-pitching-mlb
Justin Lawrence,https://baseballsavant.mlb.com/savant-player/justin-lawrence-664875?stats=statcast-r-pitching-mlb
Justin Lewis,https://baseballsavant.mlb.com/savant-player/justin-lewis-699895?stats=career-r-pitching-milb
Justin Masterson,https://baseballsavant.mlb.com/savant-player/justin-masterson-475416?stats=statcast-r-pitching-mlb
