name,url
P.J. Conlon,https://baseballsavant.mlb.com/savant-player/p-j-conlon-664869?stats=statcast-r-pitching-mlb
P.J. Walters,https://baseballsavant.mlb.com/savant-player/p-j-walters-502208?stats=career-r-pitching-mlb
Packy Naughton,https://baseballsavant.mlb.com/savant-player/packy-naughton-676050?stats=statcast-r-pitching-mlb
Parker Bridwell,https://baseballsavant.mlb.com/savant-player/parker-bridwell-592170?stats=statcast-r-pitching-mlb
Parker Bugg,https://baseballsavant.mlb.com/savant-player/parker-bugg-643239?stats=career-r-pitching-milb
Parker Mushinski,https://baseballsavant.mlb.com/savant-player/parker-mushinski-656786?stats=statcast-r-pitching-mlb
Pat Neshek,https://baseballsavant.mlb.com/savant-player/pat-neshek-450212?stats=statcast-r-pitching-mlb
Pat Venditte,https://baseballsavant.mlb.com/savant-player/pat-venditte-519381?stats=statcast-r-pitching-mlb
Patrick Corbin,https://baseballsavant.mlb.com/savant-player/patrick-corbin-571578?stats=statcast-r-pitching-mlb
Patrick Sandoval,https://baseballsavant.mlb.com/savant-player/patrick-sandoval-663776?stats=statcast-r-pitching-mlb
Paul Blackburn,https://baseballsavant.mlb.com/savant-player/paul-blackburn-621112?stats=statcast-r-pitching-mlb
Paul Richan,https://baseballsavant.mlb.com/savant-player/paul-richan-674042?stats=career-r-pitching-milb
Paul Sewald,https://baseballsavant.mlb.com/savant-player/paul-sewald-623149?stats=statcast-r-pitching-mlb
Penn Murfee,https://baseballsavant.mlb.com/savant-player/penn-murfee-682171?stats=statcast-r-pitching-mlb
Pete Fairbanks,https://baseballsavant.mlb.com/savant-player/pete-fairbanks-664126?stats=statcast-r-pitching-mlb
Peter Solomon,https://baseballsavant.mlb.com/savant-player/peter-solomon-656981?stats=statcast-r-pitching-mlb
Peyton Battenfield,https://baseballsavant.mlb.com/savant-player/peyton-battenfield-685410?stats=statcast-r-pitching-mlb
Phil Bickford,https://baseballsavant.mlb.com/savant-player/phil-bickford-641360?stats=statcast-r-pitching-mlb
Phil Coke,https://baseballsavant.mlb.com/savant-player/phil-coke-457435?stats=statcast-r-pitching-mlb
Phil Hughes,https://baseballsavant.mlb.com/savant-player/phil-hughes-461833?stats=statcast-r-pitching-mlb
Phil Klein,https://baseballsavant.mlb.com/savant-player/phil-klein-607309?stats=statcast-r-pitching-mlb
Phil Maton,https://baseballsavant.mlb.com/savant-player/phil-maton-664208?stats=statcast-r-pitching-mlb
Philip Humber,https://baseballsavant.mlb.com/savant-player/philip-humber-458950?stats=career-r-pitching-mlb
Phillippe Aumont,https://baseballsavant.mlb.com/savant-player/phillippe-aumont-518418?stats=statcast-r-pitching-mlb
Pierce Johnson,https://baseballsavant.mlb.com/savant-player/pierce-johnson-572955?stats=statcast-r-pitching-mlb
Preston Guilmet,https://baseballsavant.mlb.com/savant-player/preston-guilmet-543258?stats=statcast-r-pitching-mlb
R.A. Dickey,https://baseballsavant.mlb.com/savant-player/r-a-dickey-285079?stats=statcast-r-pitching-mlb
R.J. Alvarez,https://baseballsavant.mlb.com/savant-player/r-j-alvarez-571439?stats=statcast-r-pitching-mlb
Randy Johnson,https://baseballsavant.mlb.com/savant-player/randy-johnson-116616?stats=career-r-hitting-mlb
Rayan Gonzalez,https://baseballsavant.mlb.com/savant-player/rayan-gonzalez-543234?stats=career-r-pitching-milb
Reid Detmers,https://baseballsavant.mlb.com/savant-player/reid-detmers-672282?stats=statcast-r-pitching-mlb
Reiss Knehr,https://baseballsavant.mlb.com/savant-player/reiss-knehr-663753?stats=statcast-r-pitching-mlb
Rex Brothers,https://baseballsavant.mlb.com/savant-player/rex-brothers-571521?stats=statcast-r-pitching-mlb
Rich Hill,https://baseballsavant.mlb.com/savant-player/rich-hill-448179?stats=statcast-r-pitching-mlb
Richard Bleier,https://baseballsavant.mlb.com/savant-player/richard-bleier-542947?stats=statcast-r-pitching-mlb
Richard Lovelady,https://baseballsavant.mlb.com/savant-player/richard-lovelady-663992?stats=statcast-r-pitching-mlb
Rick Helling,https://baseballsavant.mlb.com/savant-player/rick-helling-115727?stats=career-r-pitching-mlb
Rick Porcello,https://baseballsavant.mlb.com/savant-player/rick-porcello-519144?stats=statcast-r-pitching-mlb
Ricky Nolasco,https://baseballsavant.mlb.com/savant-player/ricky-nolasco-445060?stats=statcast-r-pitching-mlb
Ricky Romero,https://baseballsavant.mlb.com/savant-player/ricky-romero-460069?stats=career-r-pitching-mlb
Riley Echols,https://baseballsavant.mlb.com/savant-player/riley-echols-676861?stats=career-r-pitching-milb
Riley Ferrell,https://baseballsavant.mlb.com/savant-player/riley-ferrell-621068?stats=career-r-pitching-milb
Rob Rasmussen,https://baseballsavant.mlb.com/savant-player/rob-rasmussen-519169?stats=statcast-r-pitching-mlb
Rob Scahill,https://baseballsavant.mlb.com/savant-player/rob-scahill-543746?stats=statcast-r-pitching-mlb
Rob Wooten,https://baseballsavant.mlb.com/savant-player/rob-wooten-543942?stats=statcast-r-pitching-mlb
Rob Zastryzny,https://baseballsavant.mlb.com/savant-player/rob-zastryzny-642239?stats=statcast-r-pitching-mlb
Robbie Ray,https://baseballsavant.mlb.com/savant-player/robbie-ray-592662?stats=statcast-r-pitching-mlb
Robbie Ross,https://baseballsavant.mlb.com/savant-player/robbie-ross-jr-543726?stats=statcast-r-pitching-mlb
Robert Dugger,https://baseballsavant.mlb.com/savant-player/robert-dugger-667498?stats=statcast-r-pitching-mlb
Robert Gsellman,https://baseballsavant.mlb.com/savant-player/robert-gsellman-607229?stats=statcast-r-pitching-mlb
Robert Stephenson,https://baseballsavant.mlb.com/savant-player/robert-stephenson-596112?stats=statcast-r-pitching-mlb
Roel Ramirez,https://baseballsavant.mlb.com/savant-player/roel-ramirez-641995?stats=statcast-r-pitching-mlb
Roger Clemens,https://baseballsavant.mlb.com/savant-player/roger-clemens-112388?stats=career-r-pitching-mlb
Ron Marinaccio,https://baseballsavant.mlb.com/savant-player/ron-marinaccio-676760?stats=statcast-r-pitching-mlb
Ross Detwiler,https://baseballsavant.mlb.com/savant-player/ross-detwiler-446321?stats=statcast-r-pitching-mlb
Ross Ohlendorf,https://baseballsavant.mlb.com/savant-player/ross-ohlendorf-456027?stats=statcast-r-pitching-mlb
Ross Stripling,https://baseballsavant.mlb.com/savant-player/ross-stripling-548389?stats=statcast-r-pitching-mlb
Roy Halladay,https://baseballsavant.mlb.com/savant-player/roy-halladay-136880?stats=career-r-pitching-mlb
Roy Oswalt,https://baseballsavant.mlb.com/savant-player/roy-oswalt-400061?stats=career-r-pitching-mlb
Ruben Garcia,https://baseballsavant.mlb.com/savant-player/ruben-garcia-670157?stats=career-r-pitching-milb
Ryan Brasier,https://baseballsavant.mlb.com/savant-player/ryan-brasier-518489?stats=statcast-r-pitching-mlb
Ryan Buchter,https://baseballsavant.mlb.com/savant-player/ryan-buchter-488748?stats=statcast-r-pitching-mlb
Ryan Burr,https://baseballsavant.mlb.com/savant-player/ryan-burr-621114?stats=statcast-r-pitching-mlb
Ryan Carpenter,https://baseballsavant.mlb.com/savant-player/ryan-carpenter-543001?stats=statcast-r-pitching-mlb
Ryan Castellani,https://baseballsavant.mlb.com/savant-player/ryan-castellani-624418?stats=statcast-r-pitching-mlb
Ryan Cook,https://baseballsavant.mlb.com/savant-player/ryan-cook-475857?stats=statcast-r-pitching-mlb
Ryan Dempster,https://baseballsavant.mlb.com/savant-player/ryan-dempster-133225?stats=career-r-pitching-mlb
Ryan Dull,https://baseballsavant.mlb.com/savant-player/ryan-dull-623430?stats=statcast-r-pitching-mlb
Ryan Feltner,https://baseballsavant.mlb.com/savant-player/ryan-feltner-663372?stats=statcast-r-pitching-mlb
Ryan Helsley,https://baseballsavant.mlb.com/savant-player/ryan-helsley-664854?stats=statcast-r-pitching-mlb
Ryan Kelly,https://baseballsavant.mlb.com/savant-player/ryan-kelly-502462?stats=statcast-r-pitching-mlb
Ryan Lillie,https://baseballsavant.mlb.com/savant-player/ryan-lillie-675923?stats=career-r-pitching-milb
Ryan Madson,https://baseballsavant.mlb.com/savant-player/ryan-madson-425492?stats=statcast-r-pitching-mlb
Ryan Mattheus,https://baseballsavant.mlb.com/savant-player/ryan-mattheus-458919?stats=statcast-r-pitching-mlb
Ryan Meisinger,https://baseballsavant.mlb.com/savant-player/ryan-meisinger-664682?stats=statcast-r-pitching-mlb
Ryan O'Rourke,https://baseballsavant.mlb.com/savant-player/ryan-o-rourke-594951?stats=statcast-r-pitching-mlb
Ryan Pepiot,https://baseballsavant.mlb.com/savant-player/ryan-pepiot-686752?stats=statcast-r-pitching-mlb
Ryan Pressly,https://baseballsavant.mlb.com/savant-player/ryan-pressly-519151?stats=statcast-r-pitching-mlb
Ryan Rolison,https://baseballsavant.mlb.com/savant-player/ryan-rolison-669020?stats=career-r-pitching-milb
Ryan Scott,https://baseballsavant.mlb.com/savant-player/ryan-scott-670037?stats=career-r-hitting-milb
Ryan Tepera,https://baseballsavant.mlb.com/savant-player/ryan-tepera-572193?stats=statcast-r-pitching-mlb
Ryan Thompson,https://baseballsavant.mlb.com/savant-player/ryan-thompson-657044?stats=statcast-r-pitching-mlb
Ryan Weathers,https://baseballsavant.mlb.com/savant-player/ryan-weathers-677960?stats=statcast-r-pitching-mlb
Ryan Yarbrough,https://baseballsavant.mlb.com/savant-player/ryan-yarbrough-642232?stats=statcast-r-pitching-mlb
Ryne Harper,https://baseballsavant.mlb.com/savant-player/ryne-harper-607560?stats=statcast-r-pitching-mlb
Ryne Nelson,https://baseballsavant.mlb.com/savant-player/ryne-nelson-669194?stats=statcast-r-pitching-mlb
Ryne Stanek,https://baseballsavant.mlb.com/savant-player/ryne-stanek-592773?stats=statcast-r-pitching-mlb
Sal Romano,https://baseballsavant.mlb.com/savant-player/sal-romano-607219?stats=statcast-r-pitching-mlb
Sam Coonrod,https://baseballsavant.mlb.com/savant-player/sam-coonrod-656322?stats=statcast-r-pitching-mlb
Sam Dyson,https://baseballsavant.mlb.com/savant-player/sam-dyson-473879?stats=statcast-r-pitching-mlb
Sam Hentges,https://baseballsavant.mlb.com/savant-player/sam-hentges-656529?stats=statcast-r-pitching-mlb
Sam Moll,https://baseballsavant.mlb.com/savant-player/sam-moll-594580?stats=statcast-r-pitching-mlb
Sam Tuivailala,https://baseballsavant.mlb.com/savant-player/sam-tuivailala-592815?stats=statcast-r-pitching-mlb
Sammy Solis,https://baseballsavant.mlb.com/savant-player/sammy-solis-519301?stats=statcast-r-pitching-mlb
Scott Alexander,https://baseballsavant.mlb.com/savant-player/scott-alexander-518397?stats=statcast-r-pitching-mlb
Scott Atchison,https://baseballsavant.mlb.com/savant-player/scott-atchison-425786?stats=statcast-r-pitching-mlb
Scott Barlow,https://baseballsavant.mlb.com/savant-player/scott-barlow-605130?stats=statcast-r-pitching-mlb
Scott Downs,https://baseballsavant.mlb.com/savant-player/scott-downs-275933?stats=career-r-pitching-mlb
Scott Effross,https://baseballsavant.mlb.com/savant-player/scott-effross-664123?stats=statcast-r-pitching-mlb
Scott Eyre,https://baseballsavant.mlb.com/savant-player/scott-eyre-113961?stats=career-r-pitching-mlb
