name,url
Brady Aiken,https://baseballsavant.mlb.com/savant-player/brady-aiken-656184?stats=career-r-pitching-milb
Brady Rodgers,https://baseballsavant.mlb.com/savant-player/brady-rodgers-572086?stats=statcast-r-pitching-mlb
Brady Singer,https://baseballsavant.mlb.com/savant-player/brady-singer-663903?stats=statcast-r-pitching-mlb
Branden Kline,https://baseballsavant.mlb.com/savant-player/branden-kline-571858?stats=statcast-r-pitching-mlb
Branden Pinder,https://baseballsavant.mlb.com/savant-player/branden-pinder-572038?stats=statcast-r-pitching-mlb
Brandon Bailey,https://baseballsavant.mlb.com/savant-player/brandon-bailey-669064?stats=statcast-r-pitching-mlb
Brandon Brennan,https://baseballsavant.mlb.com/savant-player/brandon-brennan-592165?stats=statcast-r-pitching-mlb
Brandon Cunniff,https://baseballsavant.mlb.com/savant-player/brandon-cunniff-594792?stats=statcast-r-pitching-mlb
Brandon Gomes,https://baseballsavant.mlb.com/savant-player/brandon-gomes-460156?stats=statcast-r-pitching-mlb
Brandon Hughes,https://baseballsavant.mlb.com/savant-player/brandon-hughes-676714?stats=statcast-r-pitching-mlb
Brandon League,https://baseballsavant.mlb.com/savant-player/brandon-league-434181?stats=career-r-pitching-mlb
Brandon McCarthy,https://baseballsavant.mlb.com/savant-player/brandon-mccarthy-435221?stats=statcast-r-pitching-mlb
Brandon Waddell,https://baseballsavant.mlb.com/savant-player/brandon-waddell-663399?stats=statcast-r-pitching-mlb
Brandon Webb,https://baseballsavant.mlb.com/savant-player/brandon-webb-425630?stats=career-r-pitching-mlb
Brandon Woodruff,https://baseballsavant.mlb.com/savant-player/brandon-woodruff-605540?stats=statcast-r-pitching-mlb
Brandon Workman,https://baseballsavant.mlb.com/savant-player/brandon-workman-519443?stats=statcast-r-pitching-mlb
Braxton Garrett,https://baseballsavant.mlb.com/savant-player/braxton-garrett-666129?stats=statcast-r-pitching-mlb
Brent Headrick,https://baseballsavant.mlb.com/savant-player/brent-headrick-687396?stats=statcast-r-pitching-mlb
Brent Honeywell,https://baseballsavant.mlb.com/savant-player/brent-honeywell-641703?stats=statcast-r-pitching-mlb
Brent Suter,https://baseballsavant.mlb.com/savant-player/brent-suter-608718?stats=statcast-r-pitching-mlb
Brett Anderson,https://baseballsavant.mlb.com/savant-player/brett-anderson-474463?stats=statcast-r-pitching-mlb
Brett Cecil,https://baseballsavant.mlb.com/savant-player/brett-cecil-446399?stats=statcast-r-pitching-mlb
Brett Martin,https://baseballsavant.mlb.com/savant-player/brett-martin-656685?stats=statcast-r-pitching-mlb
Brett de Geus,https://baseballsavant.mlb.com/savant-player/brett-de-geus-676969?stats=statcast-r-pitching-mlb
Brian Duensing,https://baseballsavant.mlb.com/savant-player/brian-duensing-488846?stats=statcast-r-pitching-mlb
Brian Flynn,https://baseballsavant.mlb.com/savant-player/brian-flynn-543169?stats=statcast-r-pitching-mlb
Brian Matusz,https://baseballsavant.mlb.com/savant-player/brian-matusz-451085?stats=statcast-r-pitching-mlb
Brian Wilson,https://baseballsavant.mlb.com/savant-player/brian-wilson-451216?stats=career-r-pitching-mlb
Brock Burke,https://baseballsavant.mlb.com/savant-player/brock-burke-656271?stats=statcast-r-pitching-mlb
Bronson Arroyo,https://baseballsavant.mlb.com/savant-player/bronson-arroyo-276520?stats=statcast-r-pitching-mlb
Brooks Raley,https://baseballsavant.mlb.com/savant-player/brooks-raley-548384?stats=statcast-r-pitching-mlb
Bryan Baker,https://baseballsavant.mlb.com/savant-player/bryan-baker-641329?stats=statcast-r-pitching-mlb
Bryan Bullington,https://baseballsavant.mlb.com/savant-player/bryan-bullington-425860?stats=career-r-pitching-mlb
Bryan Menendez,https://baseballsavant.mlb.com/savant-player/bryan-menendez-682035?stats=career-r-pitching-milb
Bryan Mitchell,https://baseballsavant.mlb.com/savant-player/bryan-mitchell-571951?stats=statcast-r-pitching-mlb
Bryan Morris,https://baseballsavant.mlb.com/savant-player/bryan-morris-457768?stats=statcast-r-pitching-mlb
