Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2014,TEX,AL,39,0,0,4.15,8,0,0,8.2,10,4,4,0,4,7,1.62
2016,MIL,NL,19,0,0,15.00,4,0,0,3.0,10,6,5,0,0,2,3.33
