Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2006,CHC,NL,563,6,9,5.59,24,24,0,125.2,132,85,78,20,59,77,1.52
2007,CHC,NL,446,7,8,3.92,21,19,0,103.1,107,52,45,13,35,67,1.37
2008,CHC,NL,279,3,5,3.86,34,7,1,65.1,60,28,28,9,23,58,1.27
2009,CHC,NL,373,3,7,4.32,55,9,0,85.1,91,43,41,10,32,68,1.44
2010,CHC,NL,307,7,5,2.65,80,0,1,74.2,58,25,22,3,25,90,1.11
2011,CHC,NL,307,6,6,2.26,78,0,5,75.2,66,21,19,1,17,79,1.10
2012,CIN,NL,256,5,5,2.51,73,0,9,61.0,55,18,17,3,16,74,1.16
2013,CIN,NL,37,0,1,1.74,16,0,0,10.1,4,3,2,0,2,10,0.58
