Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2017,CHC,NL,7,0,0,0.00,1,0,0,1.0,2,2,0,0,1,2,3.00
2018,SF,NL,186,3,2,5.56,37,0,0,43.2,38,27,27,5,22,36,1.37
2020,SD,NL,80,3,1,2.70,24,0,0,20.0,15,7,6,2,9,27,1.20
2021,SD,NL,244,3,4,3.22,63,2,0,58.2,47,21,21,6,27,77,1.26
2022,SD,NL,64,1,2,5.02,15,0,0,14.1,14,8,8,1,8,21,1.53
