Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2015,CHC,NL,19,0,0,3.86,5,0,0,4.2,3,3,2,0,3,4,1.29
2016,CHC,NL,138,0,1,3.75,36,0,2,36.0,15,15,15,4,14,52,0.81
2017,CHC,NL,262,5,4,2.98,73,0,0,66.1,29,22,22,6,38,94,1.01
2018,CHC,NL,222,3,2,2.60,58,0,0,52.0,36,17,15,2,32,67,1.31
2019,CHC,NL,64,1,1,5.87,20,0,0,15.1,8,11,10,3,9,17,1.11
2019,SD,NL,14,0,0,32.40,2,0,0,1.2,4,6,6,0,4,2,4.80
2019,2 Teams,,78,1,1,8.47,22,0,0,17.0,12,17,16,3,13,19,1.47
2020,SEA,AL,17,0,0,1.93,5,0,1,4.2,2,1,1,0,1,6,0.64
2021,ATL,NL,5,0,0,81.00,1,0,0,0.1,3,3,3,1,1,1,12.00
2021,TOR,AL,26,0,0,6.75,6,0,0,5.1,8,4,4,2,2,5,1.88
2021,2 Teams,,31,0,0,11.12,7,0,0,5.2,11,7,7,3,3,6,2.47
2022,WSH,NL,256,6,3,2.76,57,0,2,62.0,51,22,19,8,25,56,1.23
