Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2008,LAD,NL,470,5,5,4.26,22,21,0,107.2,109,51,51,11,52,100,1.50
2009,LAD,NL,701,8,8,2.79,31,30,0,171.0,119,55,53,7,91,185,1.23
2010,LAD,NL,848,13,10,2.91,32,32,0,204.1,160,73,66,13,81,212,1.18
2011,LAD,NL,912,21,5,2.28,33,33,0,233.1,174,66,59,15,54,248,0.98
2012,LAD,NL,901,14,9,2.53,33,33,0,227.2,170,70,64,16,63,229,1.02
2013,LAD,NL,908,16,9,1.83,33,33,0,236.0,164,55,48,11,52,232,0.92
2014,LAD,NL,749,21,3,1.77,27,27,0,198.1,139,42,39,9,31,239,0.86
2015,LAD,NL,890,16,7,2.13,33,33,0,232.2,163,62,55,15,42,301,0.88
2016,LAD,NL,544,12,4,1.69,21,21,0,149.0,97,31,28,8,11,172,0.72
2017,LAD,NL,679,18,4,2.31,27,27,0,175.0,136,49,45,23,30,202,0.95
2018,LAD,NL,650,9,5,2.73,26,26,0,161.1,139,55,49,17,29,155,1.04
2019,LAD,NL,706,16,5,3.03,29,28,0,178.1,145,63,60,28,41,189,1.04
2020,LAD,NL,221,6,2,2.16,10,10,0,58.1,41,18,14,8,8,62,0.84
2021,LAD,NL,488,10,8,3.55,22,22,0,121.2,103,51,48,15,21,144,1.02
2022,LAD,NL,493,12,3,2.28,22,22,0,126.1,96,36,32,10,23,137,0.94
