Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2014,AZ,NL,486,9,7,4.01,21,21,0,114.1,117,56,51,16,40,105,1.37
2015,AZ,NL,640,6,6,4.30,27,27,0,152.2,158,75,73,18,40,111,1.30
2016,MIL,NL,647,9,11,4.39,31,30,0,151.2,155,83,74,28,53,120,1.37
2017,MIL,NL,569,12,4,2.74,25,25,0,141.1,113,47,43,14,41,133,1.09
2018,MIL,NL,644,9,8,3.93,30,30,0,158.0,131,71,69,30,57,128,1.19
2019,MIL,NL,592,8,4,4.21,32,27,0,139.0,126,67,65,23,50,124,1.27
2020,TOR,AL,154,1,2,7.22,10,7,0,33.2,45,29,27,11,10,38,1.63
2021,PHI,NL,215,2,4,6.75,14,9,0,48.0,51,36,36,10,20,35,1.48
