Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2017,TOR,AL,12,0,0,63.00,2,0,0,1.0,9,7,7,0,1,1,10.00
2018,KC,AL,176,0,3,4.46,15,3,0,38.1,47,20,19,3,15,27,1.62
2019,KC,AL,606,4,11,6.02,31,23,0,136.0,164,96,91,30,41,81,1.51
