Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2011,AZ,NL,180,4,2,4.50,8,7,0,40.0,48,20,20,6,18,25,1.65
2012,AZ,NL,807,16,11,3.33,32,29,0,194.2,193,79,72,14,37,144,1.18
2013,AZ,NL,847,10,10,3.55,33,33,0,202.2,201,88,80,21,66,147,1.32
2014,AZ,NL,866,8,12,4.34,33,33,0,201.1,207,103,97,23,75,183,1.40
2015,BOS,AL,831,11,11,4.46,32,32,0,193.2,201,98,96,17,64,147,1.37
2016,SEA,AL,469,7,8,4.98,19,19,0,112.0,117,62,62,18,34,82,1.35
2016,BAL,AL,242,2,5,6.17,11,11,0,54.0,70,38,37,7,15,55,1.57
2016,2 Teams,,711,9,13,5.37,30,30,0,166.0,187,100,99,25,49,137,1.42
2017,BAL,AL,728,8,15,5.61,32,32,0,157.1,179,104,98,25,93,142,1.73
2018,MIL,NL,338,5,2,2.57,16,16,0,80.2,71,28,23,3,27,50,1.21
2019,HOU,AL,720,14,6,3.98,33,33,0,167.1,164,83,74,23,61,140,1.34
2020,CIN,NL,67,0,3,5.65,6,4,0,14.1,15,10,9,1,9,12,1.67
2021,CIN,NL,690,12,7,3.37,28,28,0,163.0,166,64,61,17,50,125,1.33
2022,CHC,NL,159,2,2,3.16,9,8,0,37.0,31,20,13,3,14,28,1.22
