Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2005,SF,NL,181,2,1,2.33,7,7,0,46.1,24,12,12,4,19,30,0.93
2006,SF,NL,818,13,12,4.15,32,31,0,190.2,157,93,88,18,87,179,1.28
2007,SF,NL,832,7,16,3.65,32,32,0,200.0,173,84,81,14,79,163,1.26
2008,SF,NL,933,8,14,3.76,34,34,0,217.2,206,95,91,19,91,186,1.36
2009,SF,NL,886,14,8,2.89,33,33,0,217.2,184,73,70,22,73,171,1.18
2010,SF,NL,896,13,11,3.14,33,33,0,223.1,181,84,78,22,61,177,1.08
2011,SF,NL,907,12,11,2.88,33,33,0,221.2,177,82,71,9,63,179,1.08
2012,SF,NL,876,16,5,2.79,32,32,0,219.1,177,73,68,21,51,193,1.04
2013,SF,NL,760,8,10,4.00,30,30,0,184.1,158,85,82,23,55,158,1.16
2014,SF,NL,374,2,7,4.18,15,15,0,90.1,81,47,42,13,32,70,1.25
2015,SF,NL,271,2,4,5.79,13,11,0,60.2,71,39,39,12,20,41,1.50
2016,SF,NL,397,4,8,5.64,21,17,0,89.1,103,58,56,16,32,72,1.51
