Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2017,PHI,NL,14,0,0,23.14,2,0,0,2.1,6,7,6,0,1,2,3.00
2018,PHI,NL,59,0,1,4.97,5,1,0,12.2,17,7,7,0,2,11,1.50
2019,PHI,NL,30,0,0,7.50,2,0,0,6.0,6,5,5,1,6,6,2.00
2020,CWS,AL,10,0,1,40.50,1,0,0,1.1,4,6,6,2,2,2,4.50
