Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2007,NYY,AL,124,3,1,6.33,6,6,0,27.0,29,19,19,6,17,18,1.70
2008,WSH,NL,48,1,1,4.35,2,2,0,10.1,12,5,5,2,7,8,1.84
2009,WSH,NL,246,4,2,2.69,41,0,0,60.1,36,20,18,9,32,67,1.13
2010,WSH,NL,378,11,8,3.07,78,0,1,91.0,69,33,31,8,41,112,1.21
2011,WSH,NL,329,3,0,1.83,72,0,0,88.1,48,18,18,11,26,104,0.84
2012,WSH,NL,307,2,6,3.72,74,0,32,72.2,55,32,30,7,29,84,1.16
2013,WSH,NL,275,6,3,2.41,72,0,0,71.0,37,19,19,9,24,73,0.86
2014,WSH,NL,278,7,4,2.18,75,0,1,70.1,47,22,17,5,23,82,1.00
2015,OAK,AL,167,1,3,2.79,37,0,17,38.2,25,12,12,3,21,38,1.19
2015,NYM,NL,134,4,1,3.06,32,0,2,32.1,24,13,11,5,10,26,1.05
2015,2 Teams,,301,5,4,2.92,69,0,19,71.0,49,25,23,8,31,64,1.13
2016,AZ,NL,155,2,3,4.30,40,0,1,37.2,34,18,18,7,15,46,1.30
2016,NYY,AL,107,2,3,2.49,29,0,2,25.1,20,9,7,3,11,26,1.22
2016,2 Teams,,262,4,6,3.57,69,0,3,63.0,54,27,25,10,26,72,1.27
2017,NYY,AL,158,1,5,4.95,40,0,1,36.1,28,21,20,7,19,42,1.29
2017,CWS,AL,44,1,1,1.80,11,0,2,10.0,8,2,2,0,5,12,1.30
2017,HOU,AL,62,0,2,6.43,16,0,2,14.0,11,10,10,3,7,18,1.29
2017,3 Teams,,264,2,8,4.77,67,0,5,60.1,47,33,32,10,31,72,1.29
2018,TOR,AL,285,4,3,3.67,73,1,7,68.2,57,29,28,13,23,85,1.17
2019,CLE,AL,241,1,0,2.90,53,3,0,62.0,38,20,20,8,15,64,0.85
2020,MIN,AL,98,2,1,2.77,26,2,0,26.0,19,9,8,2,4,26,0.88
2021,AZ,NL,111,1,1,3.20,26,0,6,25.1,22,12,9,3,11,21,1.30
