Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2007,NYY,AL,91,2,0,0.38,19,0,1,24.0,12,2,1,1,6,34,0.75
2008,NYY,AL,417,4,3,2.60,42,12,0,100.1,87,32,29,5,39,118,1.26
2009,NYY,AL,709,9,6,4.75,32,31,0,157.1,167,94,83,21,76,133,1.54
2010,NYY,AL,305,3,4,4.40,73,0,3,71.2,71,37,35,6,22,77,1.30
2011,NYY,AL,110,2,0,2.83,27,0,0,28.2,23,10,9,3,7,24,1.05
2012,NYY,AL,95,1,0,4.35,22,0,0,20.2,26,11,10,3,6,22,1.55
2013,NYY,AL,198,2,1,4.93,45,0,1,42.0,47,23,23,8,26,38,1.74
2014,DET,AL,263,2,5,3.57,69,0,2,63.0,57,26,25,3,24,59,1.29
2015,DET,AL,101,0,2,4.09,30,0,0,22.0,32,15,10,5,5,15,1.68
2015,KC,AL,27,0,0,7.94,6,0,0,5.2,6,5,5,1,4,8,1.76
2015,2 Teams,,128,0,2,4.88,36,0,0,27.2,38,20,15,6,9,23,1.70
