Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2006,SEA,AL,75,1,0,1.93,15,0,0,18.2,12,4,4,1,9,20,1.13
2007,SEA,AL,13,0,0,6.75,4,0,0,2.2,2,2,2,1,3,3,1.88
2008,SEA,AL,303,1,5,5.37,57,0,1,63.2,78,44,38,6,34,55,1.76
2009,SEA,AL,339,2,7,3.26,75,0,3,80.0,71,39,29,7,29,69,1.25
2010,SEA,AL,45,1,3,3.48,11,0,0,10.1,11,5,4,1,5,7,1.55
2010,TEX,AL,16,0,0,12.00,3,0,0,3.0,7,4,4,1,1,5,2.67
2010,2 Teams,,61,1,3,5.40,14,0,0,13.1,18,9,8,2,6,12,1.80
2011,TEX,AL,196,2,3,3.80,52,0,1,45.0,46,26,19,6,19,42,1.44
2012,TEX,AL,162,0,2,3.43,36,0,0,39.1,35,15,15,5,13,28,1.22
2013,LAA,AL,56,1,0,9.26,11,0,0,11.2,11,12,12,1,11,7,1.89
2014,CLE,AL,39,0,1,3.86,7,0,0,7.0,10,7,3,2,6,6,2.29
2015,SEA,AL,144,0,1,1.00,34,0,0,36.0,31,6,4,1,11,47,1.17
2015,TOR,AL,71,1,2,3.79,23,0,1,19.0,15,9,8,3,1,14,0.84
2015,2 Teams,,215,1,3,1.96,57,0,1,55.0,46,15,12,4,12,61,1.05
