Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2018,MIA,NL,77,0,4,6.06,4,4,0,16.1,16,11,11,2,13,12,1.78
2019,MIA,NL,161,3,2,4.46,32,0,1,38.1,36,20,19,8,14,39,1.30
2020,MIA,NL,5,0,0,9.00,1,0,0,1.0,2,1,1,0,0,0,2.00
2022,MIA,NL,101,0,1,3.38,16,0,1,24.0,22,10,9,3,10,28,1.33
