Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2010,MIL,NL,42,1,0,2.70,10,0,0,10.0,8,4,3,0,6,8,1.40
2011,KC,AL,67,1,1,4.70,14,0,1,15.1,12,8,8,1,11,13,1.50
2012,KC,AL,73,0,0,6.75,13,0,0,13.1,19,14,10,0,13,13,2.40
2013,TOR,AL,43,1,0,0.87,10,0,0,10.1,8,1,1,1,5,12,1.26
2014,TOR,AL,21,0,0,10.80,3,0,0,3.1,8,4,4,0,3,4,3.30
2014,MIL,NL,114,1,1,1.88,29,0,0,28.2,27,6,6,1,7,25,1.19
2014,2 Teams,,135,1,1,2.81,32,0,0,32.0,35,10,10,1,10,29,1.41
2015,MIL,NL,285,5,0,2.65,72,0,0,68.0,64,22,20,5,22,67,1.26
2016,MIL,NL,190,2,2,2.22,47,0,27,44.2,45,13,11,2,11,35,1.25
2016,TEX,AL,51,1,0,2.70,12,0,0,13.1,10,4,4,0,7,7,1.28
2016,2 Teams,,241,3,2,2.33,59,0,27,58.0,55,17,15,2,18,42,1.26
2017,TEX,AL,183,1,2,5.31,39,0,0,40.2,49,25,24,8,19,29,1.67
2017,MIL,NL,112,4,0,3.65,22,1,0,24.2,24,10,10,2,15,22,1.58
2017,2 Teams,,295,5,2,4.68,61,1,0,65.1,73,35,34,10,34,51,1.64
2018,MIL,NL,299,8,1,1.29,73,0,15,76.2,49,12,11,5,27,89,0.99
2019,MIL,NL,225,3,4,5.02,48,0,1,52.0,54,32,29,5,17,46,1.37
