Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2011,TB,AL,40,1,0,2.89,3,1,0,9.1,9,3,3,1,3,15,1.29
2012,TB,AL,759,11,11,3.81,31,31,0,177.1,158,85,75,18,81,175,1.35
2013,TB,AL,642,17,4,3.29,27,27,0,150.1,119,58,55,14,76,143,1.30
2014,TB,AL,44,0,2,2.70,2,2,0,10.0,10,3,3,1,5,6,1.50
2015,TB,AL,278,3,4,5.43,12,12,0,63.0,74,40,38,9,23,46,1.54
2016,TB,AL,549,7,7,4.08,21,21,0,130.0,125,62,59,20,40,109,1.27
2016,SF,NL,289,6,5,4.08,12,12,0,68.1,59,31,31,5,32,69,1.33
2016,2 Teams,,838,13,12,4.08,33,33,0,198.1,184,93,90,25,72,178,1.29
2017,SF,NL,790,6,15,5.52,32,31,0,174.1,200,116,107,27,67,148,1.53
2018,TEX,AL,471,3,8,6.79,39,12,0,102.0,128,82,77,19,41,86,1.66
2019,DET,AL,33,0,0,0.00,2,2,0,10.0,3,0,0,0,1,9,0.40
2021,PHI,NL,334,2,4,6.29,24,13,0,73.0,78,54,51,15,38,63,1.59
2022,TEX,AL,304,5,2,1.95,63,0,5,74.0,49,20,16,3,38,83,1.18
