Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2020,CLE,AL,6,0,0,54.00,1,0,0,0.2,3,4,4,1,1,0,6.00
2021,CLE,AL,49,0,0,9.31,10,0,0,9.2,10,10,10,0,8,8,1.86
2022,AZ,NL,151,2,1,2.19,43,1,0,37.0,26,10,9,1,14,30,1.08
