Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2012,NYY,AL,17,0,0,23.14,1,1,0,2.1,8,6,6,2,2,1,4.29
2013,NYY,AL,331,3,2,3.39,34,2,1,77.0,80,29,29,10,30,64,1.43
2014,NYY,AL,324,3,6,2.97,69,0,3,78.2,63,27,26,4,24,76,1.11
2015,NYY,AL,534,7,7,3.29,43,17,1,131.1,114,51,48,10,39,104,1.16
2016,CHC,NL,152,3,2,5.91,29,1,0,35.0,31,24,23,7,19,27,1.43
2016,NYY,AL,125,4,2,3.26,29,0,0,30.1,28,13,11,4,10,25,1.25
2016,2 Teams,,277,7,4,4.68,58,1,0,65.1,59,37,34,11,29,52,1.35
2017,NYY,AL,223,3,2,2.35,46,0,1,57.1,35,19,15,4,15,54,0.87
2018,NYY,AL,128,0,1,2.70,24,0,0,30.0,26,9,9,3,12,37,1.27
2018,SEA,AL,95,3,1,3.74,23,0,0,21.2,22,9,9,3,8,15,1.38
2018,2 Teams,,223,3,2,3.14,47,0,0,51.2,48,18,18,6,20,52,1.32
