Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
1986,CHC,NL,144,2,4,5.52,6,5,0,31.0,44,20,19,3,11,20,1.77
1987,CHC,NL,701,6,14,5.61,30,27,0,155.2,181,111,97,17,74,101,1.64
1988,CHC,NL,1047,18,8,3.18,34,34,0,249.0,230,97,88,13,81,140,1.25
1989,CHC,NL,1002,19,12,2.95,35,35,0,238.1,222,90,78,13,82,135,1.28
1990,CHC,NL,1011,15,15,3.46,35,35,0,237.0,242,116,91,11,71,144,1.32
1991,CHC,NL,1070,15,11,3.35,37,37,0,263.0,232,113,98,18,66,198,1.13
1992,CHC,NL,1061,20,11,2.18,35,35,0,268.0,201,68,65,7,70,199,1.01
1993,ATL,NL,1064,20,10,2.36,36,36,0,267.0,228,85,70,14,52,197,1.05
1994,ATL,NL,774,16,6,1.56,25,25,0,202.0,150,44,35,4,31,156,0.90
1995,ATL,NL,785,19,2,1.63,28,28,0,209.2,147,39,38,8,23,181,0.81
1996,ATL,NL,978,15,11,2.72,35,35,0,245.0,225,85,74,11,28,172,1.03
1997,ATL,NL,893,19,4,2.20,33,33,0,232.2,200,58,57,9,20,177,0.95
1998,ATL,NL,987,18,9,2.22,34,34,0,251.0,201,75,62,13,45,204,0.98
1999,ATL,NL,940,19,9,3.57,33,33,0,219.1,258,103,87,16,37,136,1.34
2000,ATL,NL,1012,19,9,3.00,35,35,0,249.1,225,91,83,19,42,190,1.07
2001,ATL,NL,927,17,11,3.05,34,34,0,233.0,220,86,79,20,27,173,1.06
2002,ATL,NL,820,16,6,2.62,34,34,0,199.1,194,67,58,14,45,118,1.20
2003,ATL,NL,901,16,11,3.96,36,36,0,218.1,225,112,96,24,33,124,1.18
2004,CHC,NL,872,16,11,4.02,33,33,0,212.2,218,103,95,35,33,151,1.18
2005,CHC,NL,936,13,15,4.24,35,35,0,225.0,239,112,106,29,36,136,1.22
2006,CHC,NL,572,9,11,4.69,22,22,0,136.1,153,78,71,14,23,81,1.29
2006,LAD,NL,290,6,3,3.30,12,12,0,73.2,66,31,27,6,14,36,1.09
2006,2 Teams,,862,15,14,4.20,34,34,0,210.0,219,109,98,20,37,117,1.22
2007,SD,NL,830,14,11,4.14,34,34,0,198.0,221,92,91,14,25,104,1.24
2008,SD,NL,638,6,9,3.99,26,26,0,153.1,161,80,68,16,26,80,1.22
2008,LAD,NL,166,2,4,5.09,7,7,0,40.2,43,25,23,5,4,18,1.16
