Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2013,PIT,NL,469,10,7,3.22,19,19,0,117.1,109,43,42,7,28,100,1.17
2014,PIT,NL,571,11,5,3.65,22,22,0,138.0,127,58,56,11,40,138,1.21
2015,PIT,NL,832,19,8,2.60,32,32,0,208.0,183,71,60,11,44,202,1.09
2016,PIT,NL,506,7,10,3.88,21,21,0,116.0,131,57,50,7,36,98,1.44
2017,PIT,NL,849,12,12,4.26,33,33,0,203.0,199,98,96,31,55,196,1.25
2018,HOU,AL,799,15,5,2.88,32,32,0,200.1,143,68,64,19,64,276,1.03
2019,HOU,AL,817,20,5,2.50,33,33,0,212.1,142,66,59,29,48,326,0.89
2020,NYY,AL,288,7,3,2.84,12,12,0,73.0,53,27,23,14,17,94,0.96
2021,NYY,AL,726,16,8,3.23,30,30,0,181.1,151,69,65,24,41,243,1.06
2022,NYY,AL,793,13,8,3.50,33,33,0,200.2,154,81,78,33,50,257,1.02
