Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2014,CLE,AL,429,5,3,3.35,19,18,0,102.0,113,41,38,10,22,80,1.32
2015,CLE,AL,73,0,4,13.15,4,4,0,13.0,21,19,19,1,12,7,2.54
2016,CLE,AL,14,0,0,3.38,4,0,0,2.2,6,1,1,0,0,2,2.25
