Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2009,NYY,AL,20,0,0,6.75,4,0,0,4.0,3,3,3,1,5,5,2.00
2010,ATL,NL,88,2,0,1.89,25,0,0,19.0,15,4,4,1,17,27,1.68
2011,FLA,NL,267,5,6,3.43,72,0,0,63.0,51,28,24,9,31,68,1.30
2012,MIA,NL,208,0,3,4.91,60,0,1,44.0,49,31,24,3,29,47,1.77
2013,MIA,NL,282,3,4,2.66,75,0,2,67.2,53,21,20,5,28,72,1.20
2014,MIA,NL,245,10,6,3.16,75,0,1,57.0,47,25,20,4,22,67,1.21
2015,MIA,NL,235,2,5,4.50,72,0,0,54.0,46,27,27,6,29,65,1.39
2016,MIA,NL,176,6,1,3.40,51,0,0,42.1,43,16,16,5,11,38,1.28
2017,COL,NL,220,5,1,4.47,68,0,0,50.1,43,25,25,8,28,57,1.41
2018,COL,NL,83,0,0,9.00,25,0,0,17.0,22,17,17,1,18,12,2.35
