Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2018,SD,NL,76,0,3,9.60,4,3,0,15.0,22,16,16,4,10,12,2.13
2019,NYM,NL,103,1,1,8.34,9,4,0,22.2,33,21,21,6,6,16,1.72
2020,NYM,NL,37,1,0,5.63,2,1,0,8.0,9,5,5,1,3,8,1.50
2020,SEA,AL,36,0,0,4.32,5,0,0,8.1,12,4,4,1,1,3,1.56
