Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2018,NYM,NL,120,1,1,3.54,27,0,0,28.0,34,11,11,2,6,18,1.43
2020,NYM,NL,29,0,1,6.43,8,0,0,7.0,6,6,5,2,2,7,1.14
2021,NYM,NL,165,3,1,2.40,31,1,0,41.1,28,13,11,7,16,41,1.06
2022,NYM,NL,187,3,3,3.33,44,0,0,46.0,38,17,17,9,15,53,1.15
