Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2003,AZ,NL,139,2,4,4.64,9,5,0,33.0,27,19,17,3,11,23,1.15
2004,MIL,NL,385,6,8,4.99,17,17,0,88.1,91,55,49,18,37,80,1.45
2005,MIL,NL,949,18,12,3.99,35,35,0,219.0,212,105,97,31,91,176,1.38
2006,MIL,NL,936,11,12,4.03,34,34,0,221.1,229,108,99,29,47,174,1.25
2007,MIL,NL,669,5,12,5.10,29,25,0,150.0,170,93,85,20,54,132,1.49
2010,MIL,NL,278,4,4,3.95,24,9,0,66.0,65,29,29,9,21,54,1.30
2011,NYM,NL,802,11,12,4.55,33,31,0,186.0,198,99,94,27,53,168,1.35
2012,LAD,NL,817,12,12,3.72,33,33,0,198.1,188,91,82,25,54,162,1.22
2013,LAD,NL,457,4,7,4.26,24,20,0,105.2,125,57,50,11,24,81,1.41
2014,BOS,AL,143,1,1,4.55,28,0,0,31.2,34,17,16,3,15,29,1.55
2014,NYY,AL,286,2,3,4.25,12,12,0,65.2,67,34,31,7,19,55,1.31
2014,2 Teams,,429,3,4,4.35,40,12,0,97.1,101,51,47,10,34,84,1.39
2015,NYY,AL,196,0,4,7.97,22,4,0,40.2,52,38,36,6,22,38,1.82
