Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2018,ATL,NL,28,0,0,4.50,4,0,0,6.0,4,3,3,2,6,5,1.67
2019,ATL,NL,93,0,3,8.69,7,4,0,19.2,24,19,19,4,13,18,1.88
2020,ATL,NL,168,2,4,5.21,8,8,0,38.0,35,23,22,7,24,30,1.55
2021,ATL,NL,35,0,1,9.95,2,2,0,6.1,7,7,7,2,5,6,1.89
2022,ATL,NL,738,21,5,3.19,30,30,0,180.1,156,67,64,19,53,174,1.16
