Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2017,STL,NL,94,0,2,6.33,6,5,0,21.1,23,15,15,4,10,20,1.55
2018,STL,NL,615,8,9,3.34,28,28,0,151.0,108,59,56,20,59,182,1.11
2019,STL,NL,772,11,8,2.75,33,33,0,196.1,135,62,60,25,55,231,0.97
2020,STL,NL,170,4,3,4.91,9,9,0,40.1,33,22,22,6,16,49,1.21
2021,STL,NL,322,9,2,3.22,17,15,0,78.1,57,35,28,12,26,85,1.06
2022,STL,NL,167,2,1,4.25,9,8,0,36.0,36,18,17,4,22,33,1.61
