Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2012,CIN,NL,22,0,1,10.80,1,1,0,3.1,7,4,4,1,5,2,3.60
2013,TOR,AL,324,4,3,4.32,17,14,0,77.0,70,38,37,13,23,76,1.21
2014,TOR,AL,314,1,4,3.24,42,0,1,75.0,73,33,27,5,27,60,1.33
