Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2021,DET,AL,162,1,3,4.04,36,0,1,35.2,37,18,16,5,16,39,1.49
2022,DET,AL,271,7,4,3.41,71,0,0,63.1,47,30,24,5,31,82,1.23
