Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
1988,BAL,AL,76,0,3,9.82,4,4,0,14.2,22,19,16,3,10,4,2.18
1989,BAL,AL,38,0,1,6.23,5,1,0,8.2,10,6,6,2,3,6,1.50
1990,BAL,AL,191,1,2,2.54,35,0,3,46.0,38,13,13,1,19,32,1.24
1991,HOU,NL,336,3,5,3.81,56,0,8,75.2,79,35,32,2,39,71,1.56
1992,PHI,NL,895,14,11,2.35,42,26,2,226.1,165,67,59,11,59,147,0.99
1993,PHI,NL,982,16,7,4.02,34,34,0,235.1,234,114,105,23,57,186,1.24
1994,PHI,NL,360,2,8,4.48,13,13,0,82.1,87,42,41,10,28,58,1.40
1995,PHI,NL,473,7,5,3.57,17,17,0,116.0,96,52,46,12,26,114,1.05
1996,PHI,NL,732,9,10,3.19,26,26,0,183.1,149,69,65,16,50,182,1.09
1997,PHI,NL,1009,17,11,2.97,35,35,0,254.1,208,96,84,25,58,319,1.05
1998,PHI,NL,1089,15,14,3.25,35,35,0,268.2,236,101,97,23,61,300,1.11
1999,PHI,NL,735,15,6,3.54,24,24,0,180.1,159,74,71,25,44,152,1.13
2000,PHI,NL,474,6,6,3.91,16,16,0,112.2,110,49,49,17,32,96,1.26
2000,AZ,NL,388,5,6,3.69,13,13,0,97.2,94,41,40,10,13,72,1.10
2000,2 Teams,,862,11,12,3.81,29,29,0,210.1,204,90,89,27,45,168,1.18
2001,AZ,NL,1021,22,6,2.98,35,35,0,256.2,237,86,85,37,39,293,1.08
2002,AZ,NL,1017,23,7,3.23,36,35,0,259.1,218,95,93,29,33,316,0.97
2003,AZ,NL,673,8,9,2.95,24,24,0,168.0,144,58,55,17,32,194,1.05
2004,BOS,AL,910,21,6,3.26,32,32,0,226.2,206,84,82,23,35,203,1.06
2005,BOS,AL,418,8,8,5.69,32,11,9,93.1,121,59,59,12,22,87,1.53
2006,BOS,AL,834,15,7,3.97,31,31,0,204.0,220,90,90,28,28,183,1.22
