Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2018,CWS,AL,68,1,1,5.02,4,4,0,14.1,20,8,8,4,2,15,1.53
2021,CWS,AL,285,4,3,3.50,44,4,0,69.1,54,27,27,9,24,103,1.13
2022,CWS,AL,494,5,9,3.54,25,25,0,119.1,85,53,47,15,57,105,1.19
