Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2006,DET,AL,51,0,1,6.10,8,0,0,10.1,8,9,7,0,10,6,1.74
2007,DET,AL,309,5,5,5.63,13,13,0,64.0,73,43,40,8,39,56,1.75
2008,FLA,NL,492,6,10,5.87,29,20,0,107.1,120,78,70,7,56,89,1.64
2009,FLA,NL,366,3,5,4.84,20,14,0,80.0,85,52,43,7,43,59,1.60
2010,FLA,NL,171,1,5,8.54,9,7,0,32.2,51,34,31,6,26,28,2.36
2011,BOS,AL,310,6,3,5.54,17,12,0,65.0,77,43,40,8,41,50,1.82
2012,BOS,AL,169,3,2,3.35,53,0,0,40.1,28,15,15,3,20,51,1.19
2013,BOS,AL,135,1,2,2.64,37,0,0,30.2,25,12,9,3,17,48,1.37
2014,BOS,AL,170,3,5,2.34,50,0,0,42.1,25,13,11,2,13,69,0.90
2014,BAL,AL,72,2,0,1.35,23,0,1,20.0,8,3,3,1,4,34,0.60
2014,2 Teams,,242,5,5,2.02,73,0,1,62.1,33,16,14,3,17,103,0.80
2015,NYY,AL,246,3,2,2.04,60,0,36,61.2,33,16,14,5,20,100,0.86
2016,NYY,AL,172,6,1,1.39,44,0,9,45.1,28,8,7,5,7,77,0.77
2016,CLE,AL,103,4,0,1.55,26,0,3,29.0,14,5,5,3,2,46,0.55
2016,2 Teams,,275,10,1,1.45,70,0,12,74.1,42,13,12,8,9,123,0.69
2017,CLE,AL,244,4,3,1.44,57,0,2,62.2,31,11,10,3,21,95,0.83
2018,CLE,AL,154,2,4,4.24,37,0,2,34.0,31,16,16,3,16,45,1.38
2019,STL,NL,236,5,6,4.45,73,0,6,54.2,45,32,27,11,27,70,1.32
2020,STL,NL,55,1,1,2.77,16,0,4,13.0,9,4,4,0,5,16,1.08
