Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2014,DET,AL,53,1,0,5.11,8,0,0,12.1,14,9,7,2,2,5,1.30
2015,COL,NL,129,3,3,4.05,34,0,1,33.1,21,15,15,2,11,38,0.96
2016,COL,NL,194,1,1,5.70,40,0,0,42.2,50,27,27,6,20,45,1.64
2018,WSH,NL,215,7,1,3.61,51,0,2,52.1,42,22,21,10,17,60,1.13
2019,WSH,NL,65,1,0,4.02,17,0,0,15.2,16,8,7,5,4,11,1.28
2021,WSH,NL,15,0,0,15.00,5,0,0,3.0,5,5,5,3,1,4,2.00
2021,STL,NL,68,1,0,4.50,18,0,1,16.0,15,8,8,2,5,9,1.25
