Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2021,CHC,NL,243,3,3,3.38,32,6,1,53.1,48,22,20,9,31,55,1.48
2022,CHC,NL,485,10,5,3.76,29,17,1,115.0,103,54,48,16,43,108,1.27
