Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2009,SF,NL,40,0,0,1.80,4,1,0,10.0,8,2,2,2,3,10,1.10
2010,SF,NL,472,7,6,3.00,18,18,0,111.0,119,40,37,11,26,86,1.31
2011,SF,NL,844,13,13,3.21,33,33,0,204.2,202,82,73,12,46,191,1.21
2012,SF,NL,849,16,11,3.37,32,32,0,208.1,183,87,78,23,49,191,1.11
2013,SF,NL,803,13,9,2.77,31,31,0,201.1,146,68,62,15,62,199,1.03
2014,SF,NL,873,18,10,2.98,33,33,0,217.1,194,81,72,21,43,219,1.09
2015,SF,NL,869,18,9,2.93,32,32,0,218.1,181,73,71,21,39,234,1.01
2016,SF,NL,912,15,9,2.74,34,34,0,226.2,179,79,69,26,54,251,1.03
2017,SF,NL,450,4,9,3.32,17,17,0,111.0,101,41,41,17,20,101,1.09
2018,SF,NL,551,6,7,3.26,21,21,0,129.2,118,51,47,14,43,109,1.24
2019,SF,NL,844,9,9,3.90,34,34,0,207.2,191,99,90,30,43,203,1.13
2020,AZ,NL,190,1,4,6.48,9,9,0,41.2,47,31,30,13,13,30,1.44
2021,AZ,NL,613,7,10,4.67,26,26,0,146.1,134,82,76,24,39,124,1.18
2022,AZ,NL,698,7,15,4.88,30,30,0,158.2,179,97,86,25,49,112,1.44
