Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2012,AZ,NL,77,1,2,6.06,4,4,0,16.1,14,13,11,2,13,17,1.65
2013,CLE,AL,81,1,2,5.29,4,4,0,17.0,15,11,10,3,16,11,1.82
2014,CLE,AL,663,5,8,4.18,26,26,0,153.0,151,76,71,16,60,143,1.38
2015,CLE,AL,744,11,12,4.55,31,30,0,176.0,152,90,89,23,79,170,1.31
2016,CLE,AL,811,12,8,4.26,35,28,0,190.0,179,96,90,20,70,168,1.31
2017,CLE,AL,749,17,9,4.19,32,31,0,176.1,181,84,82,25,60,196,1.37
2018,CLE,AL,717,12,6,2.21,28,27,1,175.1,134,51,43,9,57,221,1.09
2019,CLE,AL,664,9,8,3.79,24,24,0,156.2,127,76,66,22,63,185,1.21
2019,CIN,NL,247,2,5,6.39,10,10,0,56.1,57,42,40,12,19,68,1.35
2019,2 Teams,,911,11,13,4.48,34,34,0,213.0,184,118,106,34,82,253,1.25
2020,CIN,NL,278,5,4,1.73,11,11,0,73.0,41,17,14,9,17,100,0.79
