Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2020,BAL,AL,83,1,1,4.82,4,4,0,18.2,15,10,10,0,12,22,1.45
2021,BAL,AL,245,0,7,7.55,13,13,0,53.2,63,46,45,17,25,47,1.64
2022,BAL,AL,512,8,7,3.23,22,21,0,125.1,123,48,45,11,34,87,1.25
