Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
1998,FLA,NL,272,1,5,7.08,14,11,0,54.2,72,47,43,6,38,35,2.01
1999,FLA,NL,666,7,8,4.71,25,25,0,147.0,146,77,77,21,93,126,1.63
2000,FLA,NL,974,14,10,3.66,33,33,0,226.1,210,102,92,30,97,209,1.36
2001,FLA,NL,954,15,12,4.94,34,34,0,211.1,218,123,116,21,112,171,1.56
2002,FLA,NL,521,5,8,4.79,18,18,0,120.1,126,66,64,12,55,87,1.50
2002,CIN,NL,394,5,5,6.19,15,15,0,88.2,102,61,61,16,38,66,1.58
2002,2 Teams,,915,10,13,5.38,33,33,0,209.0,228,127,125,28,93,153,1.54
2003,CIN,NL,545,3,7,6.54,22,20,0,115.2,134,89,84,14,70,84,1.76
2004,CHC,NL,93,1,1,3.92,23,0,2,20.2,16,9,9,1,13,18,1.40
2005,CHC,NL,401,5,3,3.13,63,6,33,92.0,83,35,32,4,49,89,1.43
2006,CHC,NL,342,1,9,4.80,74,0,24,75.0,77,47,40,5,36,67,1.51
2007,CHC,NL,282,2,7,4.73,66,0,28,66.2,59,36,35,8,30,55,1.34
2008,CHC,NL,856,17,6,2.96,33,33,0,206.2,174,75,68,14,76,187,1.21
2009,CHC,NL,842,11,9,3.65,31,31,0,200.0,196,94,81,22,65,172,1.31
2010,CHC,NL,918,15,12,3.85,34,34,0,215.1,198,110,92,25,86,208,1.32
2011,CHC,NL,881,10,14,4.80,34,34,0,202.1,211,111,108,23,82,191,1.45
2012,CHC,NL,417,5,5,2.25,16,16,0,104.0,81,28,26,9,27,83,1.04
2012,TEX,AL,300,7,3,5.09,12,12,0,69.0,74,43,39,10,25,70,1.43
2012,2 Teams,,717,12,8,3.38,28,28,0,173.0,155,71,65,19,52,153,1.20
