Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2014,WSH,NL,214,2,3,2.49,15,7,0,50.2,57,17,14,1,13,30,1.38
2015,WSH,NL,280,2,5,3.86,60,0,0,67.2,62,32,29,4,32,65,1.39
2016,WSH,NL,263,4,1,2.28,73,0,1,67.0,51,19,17,5,31,63,1.22
2017,WSH,NL,169,0,2,5.73,37,0,3,37.2,48,24,24,3,13,32,1.62
2017,OAK,AL,156,3,4,2.13,35,0,13,38.0,32,11,9,3,12,42,1.16
2017,2 Teams,,325,3,6,3.93,72,0,16,75.2,80,35,33,6,25,74,1.39
2018,OAK,AL,315,9,2,0.78,68,0,38,80.1,46,12,7,2,21,100,0.83
2019,OAK,AL,266,6,5,4.91,57,0,16,58.2,58,33,32,9,37,59,1.62
2020,LAD,NL,107,3,3,3.86,27,0,1,25.2,23,15,11,1,8,22,1.21
2021,LAD,NL,286,6,5,1.99,72,0,7,72.1,46,20,16,5,25,85,0.98
