Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2011,NYY,AL,16,0,0,6.75,2,1,0,2.2,1,2,2,0,6,2,2.63
2013,NYY,AL,26,0,0,10.80,6,0,0,5.0,9,6,6,1,2,10,2.20
2014,NYY,AL,341,5,0,1.40,70,0,1,90.0,46,15,14,4,24,135,0.78
2015,NYY,AL,332,6,4,1.50,74,0,9,84.0,45,17,14,6,40,131,1.01
2016,NYY,AL,299,3,6,3.08,73,0,12,73.0,54,31,25,5,28,126,1.12
2017,NYY,AL,261,3,6,2.87,66,0,10,59.2,29,20,19,3,44,100,1.22
2018,NYY,AL,272,4,6,2.70,66,0,4,66.2,44,22,20,7,26,115,1.05
2019,NYY,AL,2,0,0,0.00,1,0,0,0.2,0,0,0,0,0,2,0.00
2020,NYM,NL,59,0,1,7.71,15,0,0,11.2,12,10,10,0,12,11,2.06
