Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2008,TB,AL,57,0,0,1.93,5,1,0,14.0,9,4,3,1,4,12,0.93
2009,TB,AL,557,10,7,4.42,23,23,0,128.1,119,72,63,17,54,102,1.35
2010,TB,AL,861,19,6,2.72,32,31,0,208.2,170,71,63,15,79,188,1.19
2011,TB,AL,918,12,13,3.49,34,34,0,224.1,192,93,87,22,63,218,1.14
2012,TB,AL,836,20,5,2.56,31,31,0,211.0,173,63,60,16,59,205,1.10
2013,TB,AL,740,10,8,3.33,27,27,0,186.2,178,78,69,16,27,151,1.10
2014,TB,AL,689,11,8,3.11,23,23,0,170.2,156,68,59,20,23,189,1.05
2014,DET,AL,320,4,4,3.59,11,11,0,77.2,74,32,31,5,15,82,1.15
2014,2 Teams,,1009,15,12,3.26,34,34,0,248.1,230,100,90,25,38,271,1.08
2015,DET,AL,592,9,4,2.53,21,21,0,146.0,133,50,41,13,29,138,1.11
2015,TOR,AL,296,9,1,2.30,11,11,0,74.1,57,20,19,4,18,87,1.01
2015,2 Teams,,888,18,5,2.45,32,32,0,220.1,190,70,60,17,47,225,1.08
2016,BOS,AL,951,17,9,3.99,35,35,0,230.0,227,106,102,30,50,228,1.20
2017,BOS,AL,317,6,3,3.38,16,11,0,74.2,65,30,28,8,24,76,1.19
2018,BOS,AL,722,16,7,3.58,30,30,0,176.0,151,75,70,25,50,177,1.14
2019,BOS,AL,458,7,5,4.28,22,22,0,107.1,109,57,51,15,32,128,1.31
2021,LAD,NL,326,5,2,4.03,39,11,1,73.2,79,35,33,8,26,58,1.43
