Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2019,DET,AL,235,1,4,4.86,13,8,0,53.2,68,30,29,9,7,47,1.40
2020,DET,AL,152,2,3,3.96,14,2,0,36.1,39,16,16,8,9,34,1.32
2021,DET,AL,451,2,4,3.81,41,15,0,106.1,106,47,45,16,28,87,1.26
2022,DET,AL,427,4,11,4.81,27,17,0,101.0,108,58,54,18,25,61,1.32
