Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2003,AZ,NL,750,10,9,2.84,29,28,0,180.2,140,65,57,12,68,172,1.15
2004,AZ,NL,933,7,16,3.59,35,35,0,208.0,194,111,83,17,119,164,1.50
2005,AZ,NL,943,14,12,3.54,33,33,0,229.0,229,98,90,21,59,172,1.26
2006,AZ,NL,950,16,8,3.10,33,33,0,235.0,216,91,81,15,50,178,1.13
2007,AZ,NL,975,18,10,3.01,34,34,0,236.1,209,91,79,12,72,194,1.19
2008,AZ,NL,944,22,7,3.30,34,34,0,226.2,206,95,83,13,65,183,1.20
