Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2012,PHI,NL,131,1,1,3.95,32,0,0,27.1,25,17,12,1,20,35,1.65
2013,PHI,NL,164,1,4,2.58,45,0,0,38.1,34,15,11,1,16,41,1.30
2014,PHI,NL,313,5,5,3.80,73,0,0,71.0,66,36,30,4,35,100,1.42
2015,PHI,NL,175,2,1,5.15,41,0,0,36.2,40,23,21,3,24,49,1.75
2015,TEX,AL,85,0,0,2.08,26,0,0,21.2,13,5,5,2,7,20,0.92
2015,2 Teams,,260,2,1,4.01,67,0,0,58.1,53,28,26,5,31,69,1.44
2016,TEX,AL,221,4,2,3.40,66,0,4,53.0,36,22,20,4,26,59,1.17
2017,TEX,AL,45,0,0,2.53,11,0,1,10.2,4,3,3,1,10,13,1.31
2018,TEX,AL,172,1,1,3.69,47,0,2,39.0,31,18,16,2,23,48,1.38
2018,AZ,NL,71,0,1,7.53,24,0,0,14.1,18,15,12,2,8,18,1.81
2018,2 Teams,,243,1,2,4.73,71,0,2,53.1,49,33,28,4,31,66,1.50
2019,KC,AL,188,0,6,4.75,48,0,0,41.2,33,23,22,3,23,63,1.34
2019,OAK,AL,94,1,1,4.43,28,0,0,20.1,16,11,10,0,16,21,1.57
2019,2 Teams,,282,1,7,4.65,76,0,0,62.0,49,34,32,3,39,84,1.42
2020,OAK,AL,84,2,0,0.42,21,0,0,21.1,8,2,1,1,12,31,0.94
2021,OAK,AL,262,3,3,3.86,67,0,7,60.2,47,29,26,10,34,83,1.34
2022,BOS,AL,171,5,1,4.23,44,0,1,38.1,27,22,18,5,30,51,1.49
2022,CWS,AL,98,0,3,6.52,26,0,0,19.1,25,18,14,4,12,28,1.91
2022,2 Teams,,269,5,4,4.99,70,0,1,57.2,52,40,32,9,42,79,1.63
