Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
1999,PIT,NL,840,11,14,4.07,31,31,0,196.2,184,105,89,16,83,139,1.36
2000,PIT,NL,936,10,12,3.85,32,32,0,217.2,206,104,93,24,86,184,1.34
2002,PIT,NL,576,9,6,4.70,25,25,0,130.1,152,76,68,18,50,79,1.55
2003,PIT,NL,475,5,9,4.97,18,18,0,105.0,127,67,58,14,36,68,1.55
2004,PIT,NL,564,8,8,4.22,20,20,0,132.1,137,69,62,7,44,83,1.37
2004,NYM,NL,290,4,4,4.50,11,11,0,68.0,65,37,34,8,17,51,1.21
2004,2 Teams,,854,12,12,4.31,31,31,0,200.1,202,106,96,15,61,134,1.31
2005,NYM,NL,737,10,8,4.13,28,28,0,174.1,171,86,80,24,49,95,1.26
2006,BAL,AL,781,11,12,4.82,30,30,0,183.0,199,105,98,33,58,88,1.40
2009,TEX,AL,114,1,1,8.46,8,2,0,22.1,33,23,21,6,12,11,2.01
