Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2018,KC,AL,65,1,1,3.60,6,0,0,15.0,16,7,6,2,3,15,1.27
2019,KC,AL,310,3,3,4.22,61,0,1,70.1,64,33,33,6,37,92,1.44
2020,KC,AL,125,2,1,4.20,32,0,2,30.0,27,14,14,4,9,39,1.20
2021,KC,AL,306,5,3,2.42,71,0,16,74.1,61,20,20,4,28,91,1.20
2022,KC,AL,290,7,4,2.18,69,0,24,74.1,52,23,18,9,22,77,1.00
