Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2009,TB,AL,150,2,2,3.72,6,6,0,36.1,33,19,15,2,13,36,1.27
2010,TB,AL,722,12,10,4.07,29,29,0,168.0,165,77,76,24,62,113,1.35
2011,TB,AL,795,11,10,4.45,29,29,0,184.0,190,96,91,23,63,105,1.38
2012,TB,AL,284,3,0,2.43,54,0,0,70.1,48,20,19,5,29,87,1.09
2013,KC,AL,618,8,11,5.32,31,24,0,135.1,169,89,80,15,58,114,1.68
2014,KC,AL,279,9,2,1.00,71,0,3,72.0,38,8,8,0,23,109,0.85
2015,KC,AL,251,8,1,0.94,69,0,17,67.1,33,8,7,3,20,78,0.79
2016,KC,AL,176,2,1,1.87,45,0,27,43.1,33,9,9,0,16,47,1.13
2017,CHC,NL,242,4,2,2.30,59,0,32,58.2,39,16,15,6,28,79,1.14
2018,COL,NL,261,3,6,4.13,69,0,43,65.1,43,31,30,8,26,78,1.06
2019,COL,NL,206,1,6,8.65,50,0,15,42.2,51,42,41,7,29,42,1.88
2020,COL,NL,25,0,1,20.77,5,0,2,4.1,9,10,10,3,3,3,2.77
