Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2009,AZ,NL,86,1,4,5.89,21,0,0,18.1,15,13,12,1,15,22,1.64
2010,DET,AL,87,2,0,2.89,18,0,1,18.2,20,7,6,2,10,19,1.61
2011,DET,AL,212,2,2,3.49,49,0,0,49.0,36,20,19,6,31,44,1.37
