Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2004,TOR,AL,18,1,0,0.00,3,0,0,4.2,3,0,0,0,1,2,0.86
2005,TOR,AL,162,1,0,6.56,20,0,0,35.2,42,27,26,8,20,17,1.74
2006,TOR,AL,173,1,2,2.53,33,0,1,42.2,34,17,12,3,9,29,1.01
2007,TOR,AL,58,0,0,6.17,14,0,0,11.2,19,8,8,1,7,7,2.23
2008,TOR,AL,141,1,2,2.18,31,0,1,33.0,28,9,8,2,15,23,1.30
2009,TOR,AL,313,3,6,4.58,67,0,0,74.2,72,40,38,8,21,76,1.25
2010,SEA,AL,326,9,7,3.42,70,0,6,79.0,67,38,30,7,27,56,1.19
2011,SEA,AL,250,1,5,2.79,65,0,37,61.1,56,25,19,3,10,45,1.08
2012,SEA,AL,193,0,5,3.63,46,0,9,44.2,48,20,18,1,19,27,1.50
2012,LAD,NL,108,2,1,2.30,28,0,6,27.1,17,7,7,0,14,27,1.13
2012,2 Teams,,301,2,6,3.13,74,0,15,72.0,65,27,25,1,33,54,1.36
2013,LAD,NL,249,6,4,5.30,58,0,14,54.1,69,37,32,8,15,28,1.55
