Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2020,CWS,AL,8,0,0,0.00,2,0,0,2.0,2,0,0,0,0,2,1.00
2021,CWS,AL,60,1,1,6.23,4,3,0,13.0,16,9,9,3,6,10,1.69
2022,CWS,AL,204,1,2,3.26,42,2,0,47.0,40,18,17,4,24,45,1.36
